customer_id,first_name,last_name,email,phone,address,zip_code,subscription_tier,signup_date,preferred_delivery_day,delivery_notes,churn_risk
57,Deborah,Perry,uingram@example.net,7185551057,"347 Victoria Trace, Brooklyn, NY",11201,12,2025-04-17,Thursday,Ring bell,Low
58,Renee,Durham,thomasscott@example.net,7185551058,"0854 Rhodes Path, Brooklyn, NY",11217,12,2025-04-17,Thursday,,Low
59,Bernard,Johnson,dayala@example.net,7185551059,"8790 Houston Islands, Brooklyn, NY",11215,8,2025-04-17,Wednesday,Ring bell,Low
60,Clinton,Vang,tammy68@example.org,7185551060,"064 Amanda Ranch, Brooklyn, NY",11201,12,2025-04-17,Monday,Leave at door,Medium
61,Peggy,Sloan,iunderwood@example.net,7185551061,"466 Cathy Dam, Brooklyn, NY",11205,6,2025-04-17,Monday,,Low
62,Richard,Johnson,johntaylor@example.net,7185551062,"6226 Phillip Creek, Brooklyn, NY",11206,8,2025-04-17,Friday,Leave at door,Low
63,Maria,Patton,uferguson@example.org,7185551063,"089 Gaines Rapids, Brooklyn, NY",11215,6,2025-04-17,Friday,,Medium
64,Tyler,Douglas,michaelfernandez@example.org,7185551064,"3013 Christine Fort, Brooklyn, NY",11201,8,2025-04-17,Wednesday,Ring bell,Low
65,Mary,Saunders,megan54@example.com,7185551065,"4895 Rachel Glens, Brooklyn, NY",11201,16,2025-04-17,Monday,Call first,Low
66,Brent,Davenport,crystalcarroll@example.org,7185551066,"194 Andrea Lodge, Brooklyn, NY",11206,8,2025-04-17,Monday,Call first,Low
67,Courtney,Davis,wilsontodd@example.org,7185551067,"04787 Campbell Branch, Brooklyn, NY",11206,12,2025-04-17,Friday,Call first,Low
68,Travis,Flores,solomonmichael@example.net,7185551068,"8202 Gonzalez Mission, Brooklyn, NY",11201,8,2025-04-17,Friday,Leave at door,Low
69,Sara,Kennedy,kristin31@example.org,7185551069,"67110 Anna Square, Brooklyn, NY",11201,4,2025-04-17,Thursday,Leave at door,Low
70,Charles,Cruz,mwillis@example.net,7185551070,"01672 James Haven, Brooklyn, NY",11217,16,2025-04-17,Thursday,Leave at door,Low
71,Reginald,Smith,dustinbrown@example.org,7185551071,"16275 Jordan Ports, Brooklyn, NY",11205,12,2025-04-17,Friday,,Low
72,Michael,Baxter,wesley60@example.org,7185551072,"2540 Garcia Drives, Brooklyn, NY",11201,16,2025-04-17,Monday,Ring bell,Medium
73,Andrew,Sanders,william63@example.com,7185551073,"499 Gibson Trail, Brooklyn, NY",11215,16,2025-04-17,Tuesday,Leave at door,Low
74,Linda,Collier,welchlynn@example.org,7185551074,"3775 Sharon Via, Brooklyn, NY",11206,12,2025-04-17,Tuesday,Ring bell,Low
75,Dawn,Doyle,bennettdarren@example.org,7185551075,"94078 Ramirez Mall, Brooklyn, NY",11217,16,2025-04-17,Thursday,Leave at door,High
76,Patrick,Moore,meganjoyce@example.org,7185551076,"0119 Frederick Knoll, Brooklyn, NY",11206,6,2025-04-17,Friday,Leave at door,Low
77,Timothy,Clark,qglover@example.com,7185551077,"76871 Paul Ferry, Brooklyn, NY",11201,12,2025-04-17,Monday,Call first,Low
78,Ryan,Marshall,andrewcollins@example.net,7185551078,"125 Stacy Parkway, Brooklyn, NY",11215,8,2025-04-17,Wednesday,Leave at door,Low
79,Patricia,Gray,juan95@example.net,7185551079,"2408 Pearson Oval, Brooklyn, NY",11215,12,2025-04-17,Friday,Leave at door,Low
80,Amy,Edwards,spittman@example.com,7185551080,"40186 Kathleen Extensions, Brooklyn, NY",11206,8,2025-04-17,Friday,Leave with doorman,Medium
81,Henry,Garcia,ashleyrogers@example.net,7185551081,"796 Smith Ranch, Brooklyn, NY",11206,8,2025-04-17,Tuesday,Leave at door,Low
82,Sarah,Howard,williamsmary@example.com,7185551082,"375 Jodi Glens, Brooklyn, NY",11217,12,2025-04-17,Thursday,Ring bell,Medium
83,Dennis,Williams,krystal98@example.org,7185551083,"59488 Adam Trail, Brooklyn, NY",11217,6,2025-04-17,Monday,Ring bell,Low
84,Ralph,Carter,rosarioanthony@example.net,7185551084,"20917 Fletcher Spurs, Brooklyn, NY",11205,8,2025-04-17,Wednesday,Leave at door,Low
85,Daniel,Wright,taylor03@example.net,7185551085,"418 Curtis Squares, Brooklyn, NY",11206,4,2025-04-17,Thursday,,High
86,Erica,Boyd,wrodriguez@example.com,7185551086,"58101 Kimberly Freeway, Brooklyn, NY",11215,12,2025-04-17,Friday,Leave at door,Medium
87,Cassandra,Clements,warnererica@example.org,7185551087,"016 Miller Drive, Brooklyn, NY",11215,6,2025-04-17,Friday,Leave with doorman,Medium
88,Curtis,James,henry70@example.net,7185551088,"96580 Angela Club, Brooklyn, NY",11201,8,2025-04-17,Tuesday,Ring bell,Medium
89,Steven,Rivers,ibaker@example.org,7185551089,"740 Ashley Stream, Brooklyn, NY",11205,6,2025-04-17,Thursday,Call first,Medium
90,Carolyn,Garcia,bhayes@example.com,7185551090,"41642 Linda Gardens, Brooklyn, NY",11217,16,2025-04-17,Friday,Leave at door,Low
91,Kathleen,Johnson,kdelacruz@example.net,7185551091,"4461 Mark Mount, Brooklyn, NY",11217,6,2025-04-17,Friday,Leave at door,High
92,Summer,Miller,trogers@example.com,7185551092,"76543 Thomas Track, Brooklyn, NY",11205,8,2025-04-17,Thursday,Leave at door,High
93,Douglas,Smith,jmurillo@example.org,7185551093,"95071 Thompson View, Brooklyn, NY",11215,8,2025-04-17,Thursday,Leave at door,Medium
94,Pamela,Marshall,bbrady@example.org,7185551094,"389 Pham Light, Brooklyn, NY",11215,8,2025-04-17,Tuesday,Leave at door,Low
95,Michael,Morgan,jrice@example.org,7185551095,"653 Brown Overpass, Brooklyn, NY",11201,8,2025-04-17,Tuesday,Leave with doorman,Medium
96,Jeffrey,Sanders,tina24@example.org,7185551096,"7647 Simpson Brooks, Brooklyn, NY",11217,12,2025-04-17,Wednesday,Ring bell,High
97,Jeremy,Day,davidlucas@example.org,7185551097,"385 Brent Gateway, Brooklyn, NY",11205,8,2025-04-17,Monday,Leave at door,High
98,Bailey,Phillips,tonipatterson@example.com,7185551098,"276 Terry Valley, Brooklyn, NY",11201,16,2025-04-17,Friday,Leave at door,Low
99,Jason,Hooper,kevin33@example.net,7185551099,"69490 Powell Radial, Brooklyn, NY",11206,16,2025-04-17,Thursday,Ring bell,High
100,Rachel,Rodriguez,angelsoto@example.com,7185551100,"632 Eric Light, Brooklyn, NY",11205,12,2025-04-17,Monday,Call first,Low
